linea,frase,corpus,menu,status,items,unknown,needs_review,fail_safe,tiempo_ms
706,dame x2 pizza margarita tambien quiero 2 pizza mexicana tambien quiero dos eso tambien quiero 7 pizza mexicana 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 11}]",[],True,False,1.614
707,dame x2 pizzaa raancheraa 🍕🍔,adversarial_2k,demo,needs_clarification,[],"[""x2 pizzaa raancheraa""]",True,True,0.684
708,dame x3 cocacolacola | 12 haabasurguesa doble pollo porfa,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 3}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 12}]",[],False,False,0.931
709,dame x4 pizaa hawaiana y aparte 4 pizzahawaianaa y aparte 777x taacos y aparte 15 hamburguessaa mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 8}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 15}]","[""aparte"", ""aparte"", ""777x taacos"", ""aparte""]",False,False,2.528
710,de comida,adversarial_2k,demo,needs_clarification,[],"[""de comida""]",True,True,0.672
711,de jamon y queso solamente,adversarial_2k,demo,needs_clarification,[],"[""de jamon y queso solamente""]",True,True,0.631
712,diez coca cola 🍕🍔,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 10}]",[],False,False,0.371
713,"disculpa 1 cola , 10 pizzza hawaiana , 3 refresco , 3 haamburguesa clasica , 2333 haamburgesa clasica , 10 eso ???",adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 4}, {""product"": ""Pizza Hawaiana"", ""quantity"": 10}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2336}]",[],False,False,1.773
714,disculpa 1 ensaalada cesar + 1x pizzaa ranchera + 12123 pizza hawaiana gracias,adversarial_2k,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 1}, {""product"": ""Pizza Hawaiana"", ""quantity"": 12123}]","[""1x pizzaa ranchera""]",False,False,1.491
715,disculpa 1 pizzaahawaiana + x8 papaas  frittas + 4 hamburgesa clasica sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 1}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 4}]","[""x8 papaas frittas""]",False,False,1.895
716,disculpa 1 refresco con x5 sodaa con 12123 alggoo ricoo con 12123 piza hawaiana con 1 hamburgesa 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 6}, {""product"": ""Pizza Hawaiana"", ""quantity"": 12123}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]","[""12123 alggoo ricoo  con""]",False,False,1.83
717,disculpa 10x pizza mexicana aparte un par de cocacolacola aparte 7 hamburgesa clasica aparte 8 piza ranchera aparte 777 hammbburrguesa ddoble po aparte x10 tacos 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 10}, {""product"": ""Coca Cola"", ""quantity"": 2}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 784}]","[""8 piza ranchera"", ""x10 tacos""]",True,False,2.201
718,disculpa 12 refresco y 15 hambuurguuesa doble caa y x2333 algo riico (),adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 12}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 15}]","[""x2333 algo riico""]",False,False,1.197
719,disculpa 12123 hamburgesa clasica y 15 ppizza mexxicana y 60 cocacolacola y 7 hamburgesa mega y 12 ensalada ceesarr (),adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12130}, {""product"": ""Coca Cola"", ""quantity"": 60}, {""product"": ""Ensalada César"", ""quantity"": 12}]","[""15 ppizza mexxicana""]",False,False,1.755
720,disculpa 12123 hbogruesaa | 3 la mega | una haambburguesa | 60x la mega | 777 combo faamiliar | 12 cerveza para llevar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12124}]","[""3 la mega"", ""60x la mega"", ""777 combo faamiliar"", ""12 cerveza para llevar""]",False,False,2.235
721,disculpa 15 algoo  riico aparte unos cuantos haamburguesa mega aparte 15 hamburguesa doble carne ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 16}]","[""15 algoo riico""]",False,False,1.399
722,disculpa 15 cocacola cola e x1 hbogruesa e x60 hbogruesa sin cebolla,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 15}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 61}]",[],False,False,0.815
723,disculpa 15 la mega + 8 cocacola cola + x2333 coca cola + 4 refresco + 3 piza mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 2345}]","[""15 la mega"", ""3 piza manana""]",False,False,1.575
724,disculpa 15 la mega y aparte 2333 soda porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 2333}]","[""15 la mega"", ""aparte""]",False,False,1.212
725,disculpa 15x cerveza aparte 2333 refreesco aparte x4 gaseosa aparte 15 haamburgesa clasica aparte 15 gaseosa aparte siete pizza margarita para llevar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 2352}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 15}, {""product"": ""Pizza Margarita"", ""quantity"": 7}]","[""15x cerveza""]",False,False,2.457
726,disculpa 2 cola luego 12123 hamburguesa mega,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 2}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 12123}]",[],False,False,0.69
727,disculpa 2 hamburguesa doble pollo luego 10 pizza luego 8 agua mineral luego 5x ensalada césar luego 2 burger porfa,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 4}, {""product"": ""Pizza Hawaiana"", ""quantity"": 10}, {""product"": ""Agua Mineral"", ""quantity"": 8}, {""product"": ""Ensalada César"", ""quantity"": 5}]",[],False,False,1.317
728,disculpa 2333 cocacola luego cuatro gaseosa sin cebolla,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 2337}]",[],False,False,0.724
729,disculpa 2333 ensalada césar gracias,adversarial_2k,demo,ok,"[{""product"": ""Ensalada César"", ""quantity"": 2333}]",[],False,False,0.45
730,disculpa 2333 ppizzaahawaiana luego 12123x pizza margarita luego 2 piza hawaiana luego 12x pizza margarita luego 12123 agua mineral luego x4 hamburgesa doble carne ???,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 2335}, {""product"": ""Pizza Margarita"", ""quantity"": 12135}, {""product"": ""Agua Mineral"", ""quantity"": 12123}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 4}]",[],False,False,2.032
731,disculpa 2x hamburguesa ; 5 hhbogruessa ; 12123x haamburguesa doble carne ...,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12130}]",[],False,False,0.923
732,disculpa 2x hamburguesa clasica (),adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}]",[],False,False,0.342
733,disculpa 2x hammburguessa meegaa & x2 pizza mexicana & x2 cola & 777 gaseosa & 3 hamburguesa doble carne & x3 pizza de jamon y queso,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 5}, {""product"": ""Pizza Margarita"", ""quantity"": 2}, {""product"": ""Coca Cola"", ""quantity"": 779}]","[""x3 pizza de jamon y queso""]",True,False,2.342
734,disculpa 2x hbogruesaa ...,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}]",[],False,False,0.392
735,disculpa 3 agua mineral | 10 ensaalada cesar | 3 combo familiar | 4 gaseosa porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 3}, {""product"": ""Ensalada César"", ""quantity"": 10}, {""product"": ""Coca Cola"", ""quantity"": 4}]","[""3 combo familiar""]",False,False,1.36
736,disculpa 3 cola + dos pizzaa margarita + 2333 combo familiar + 10 cerveza + 12123 paapas fritas,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 3}, {""product"": ""Pizza Margarita"", ""quantity"": 2}]","[""2333 combo familiar"", ""10 cerveza"", ""12123 paapas fritas""]",False,False,1.824
737,disculpa 3 hamburgesa clasica y 8 hbogruesa y 15 habaasurrguesaa dobble p y 5 pizza y 3 pizza margarita 🍕🍔,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 26}, {""product"": ""Pizza Hawaiana"", ""quantity"": 5}, {""product"": ""Pizza Margarita"", ""quantity"": 3}]",[],False,False,1.751
738,"disculpa 3x habasurguesa doble pollo , 777 colaa para llevar",adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 3}, {""product"": ""Coca Cola"", ""quantity"": 777}]",[],False,False,1.121
739,disculpa 4 hamburgesa clasica + 12123 haamburguesa clasica + 2 hamburguesa clasica ???,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12129}]",[],False,False,1.243
740,disculpa 4 hamburgguesa  clasica porfa,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 4}]",[],False,False,0.435
741,disculpa 5 ensalada cesar ademas 5 pizzaa mexicana ademas 12123 habasurguesa doble pollo ademas tres piza sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 5}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 12123}]","[""5 pizzaa mexicana"", ""tres piza sin cebolla""]",False,False,1.889
742,disculpa 5 hamburguesa * doce laa que tiene pollo * 60x papaas frittaas * 2 pizzza hawaaianaa * 12123 pizza mexicana mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 5}, {""product"": ""Pizza Hawaiana"", ""quantity"": 2}, {""product"": ""Pizza Margarita"", ""quantity"": 12123}]","[""doce laa que tiene pollo"", ""60x papaas frittaas""]",True,False,2.141
743,disculpa 5 lo mismo con 7 la que tiene pollo gracias,adversarial_2k,demo,needs_clarification,[],"[""5 lo mismo  con"", ""7 la que tiene pollo gracias""]",True,True,1.285
744,disculpa 5 pizzahawaiana,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 5}]",[],False,False,0.352
745,* 7 haamburguesa doble pollo 🍕🍔,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 7}]",[],False,False,0.643
746,disculpa 5 tacos y aparte 2 habasuurguesa dobllee pp y aparte 2333 pizza margarita y aparte x8 agua mineral para llevar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}, {""product"": ""Pizza Margarita"", ""quantity"": 2333}, {""product"": ""Agua Mineral"", ""quantity"": 8}]","[""5 tacos"", ""aparte"", ""aparte"", ""aparte""]",False,False,2.694
747,disculpa 60 hamburgesa clasica mañana,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 60}]",[],False,False,0.485
748,disculpa 60 pizza gracias,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 60}]",[],True,False,0.487
749,disculpa 60x la mega y 8 agua mineral y 777 pizzaa margarita mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 8}, {""product"": ""Pizza Margarita"", ""quantity"": 777}]","[""60x la mega""]",False,False,1.189
750,disculpa 7 coca cola y aparte 777 esoaa y aparte 777 ensalada cesar y aparte siete la mega y aparte 4x coca cola y aparte 777 hamburguesa mega gracias,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 11}, {""product"": ""Ensalada César"", ""quantity"": 777}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 777}]","[""aparte"", ""777 esoaa"", ""aparte"", ""aparte"", ""siete la mega"", ""aparte"", ""aparte""]",False,False,4.153
751,disculpa 7 pizzaa de jamon y queso aparte 2333 cerrveza aparte diez haamburguesa doble pollo aparte 15 pizza mexicana aparte x4 habasurguesa doble pollo aparte x7 combo familiar sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 14}, {""product"": ""Pizza Margarita"", ""quantity"": 15}]","[""7 pizzaa de jamon y queso"", ""2333 cerrveza"", ""x7 combo familiar sin cebolla""]",True,False,2.855
752,disculpa 7 soda porfa,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 7}]",[],False,False,0.376
753,disculpa 777 cocacola sin cebolla,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 777}]",[],False,False,0.41
754,disculpa 777 cocacola y aparte 7 habbasuurguesaa ddoble  p sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 777}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 7}]","[""aparte""]",False,False,1.188
755,disculpa 777 combbo fammilliaar ; 12123 haamburguesa clasica ; 60 gaseossa ; 7 pizzahawaiana ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12123}, {""product"": ""Coca Cola"", ""quantity"": 60}, {""product"": ""Pizza Hawaiana"", ""quantity"": 7}]","[""777 combbo fammilliaar""]",False,False,1.382
756,disculpa 777 hbogruesa ademas 1 ensalada césar ademas 2 pizza hawaiana mañana,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 777}, {""product"": ""Ensalada César"", ""quantity"": 1}, {""product"": ""Pizza Hawaiana"", ""quantity"": 2}]",[],False,False,0.863
757,disculpa 777 pizaa hawaiana mañana,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 777}]",[],False,False,0.458
758,disculpa 7x piza & unos cuantos piza hawaiana & 12123 papas fritas & 12 cocacola & 1 lo mismoaa & x10 coca cola mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 7}, {""product"": ""Coca Cola"", ""quantity"": 22}]","[""12123 papas fritas"", ""1 lo mismoaa""]",False,False,1.918
759,disculpa 8 agua mineral + 12123 pizza ranchera + 2 refresco + la mitad de una pizza margarita + x12 pizzza maargarita + 1 hambuurguesa doble ca,adversarial_2k,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 8}, {""product"": ""Pizza Margarita"", ""quantity"": 12136}, {""product"": ""Coca Cola"", ""quantity"": 2}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]","[""la mitad de""]",True,False,2.462
760,disculpa 8 hamburguesa clasica ...,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 8}]",[],False,False,0.351
761,disculpa 8 pizza mexicana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 8}]",[],True,False,0.448
762,* 1x hamburguesa doblee ca,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]",[],False,False,0.493
763,* 8 hamburgesa mega,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 8}]",[],False,False,0.452
764,* 10 hbogruesa,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 10}]",[],False,False,0.219
765,* 3 cocaa cola (),adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 3}]",[],False,False,0.422
766,disculpa cuatro habasurguesa doble pollo sin cebolla,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 4}]",[],False,False,1.055
767,disculpa cuatro papas fritas e 2 lo mismoaa e OTRA haamburguesa mega e x1 pizza hawaiana e x777 pizza ranchera e 7 piza ranchera (),adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}, {""product"": ""Pizza Hawaiana"", ""quantity"": 1}, {""product"": ""Pizza Margarita"", ""quantity"": 777}]","[""cuatro papas fritas"", ""2 lo mismoaa"", ""7 piza ranchera""]",True,False,2.575
768,disculpa dos cervezaa y aparte 7 lo mismo y aparte 60 agua mineral mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 60}]","[""dos cervezaa"", ""aparte"", ""7 lo mismo"", ""aparte""]",False,False,1.703
769,disculpa siete pizza margarita * 2 hamburguesa doble pollo * 15 cervezaa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 7}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2}]","[""15 cervezaa""]",False,False,1.114
770,disculpa un par de papas fritas y aparte 2 taacos mañana,adversarial_2k,demo,needs_clarification,[],"[""2 papas fritas"", ""aparte"", ""2 taacos manana""]",True,True,1.329
771,disculpa un par de pizzaa ranchera ademas 5 soda mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 5}]","[""2 pizzaa ranchera""]",False,False,0.947
772,disculpa una coca cola sin cebolla,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 1}]",[],False,False,0.427
773,disculpa una docena de tacos y 2 pizza de jamon y queso y 12123 paapas fritas y 60 piza de jamon y queso 🍕🍔,adversarial_2k,demo,needs_clarification,[],"[""12 tacos"", ""2 pizza de jamon y queso"", ""12123 paapas fritas"", ""60 piza de jamon y queso""]",True,True,1.879
774,disculpa una hamburguesa doble carne & 1 papas fritas & 2333 haamburgesa clasica & 777 cerveza porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2334}]","[""1 papas fritas"", ""777 cerveza porfa""]",False,False,1.557
775,disculpa unos cuantos hambuurguesa doble poo mañana,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]",[],False,False,0.798
776,disculpa unos cuantos piza hawaiana luego 777x soda (),adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 1}, {""product"": ""Coca Cola"", ""quantity"": 777}]",[],False,False,0.759
777,disculpa x1 refresco y 2 cocaacola sin cebolla,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 3}]",[],False,False,0.799
778,disculpa x12 habasurguesa doble pollo,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12}]",[],False,False,0.581
779,* 12123 agua mineral,adversarial_2k,demo,ok,"[{""product"": ""Agua Mineral"", ""quantity"": 12123}]",[],False,False,0.363
780,* 7x pizzaa hawaiana,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 7}]",[],False,False,0.497
781,* 10 cocacola,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 10}]",[],False,False,0.385
782,* cuatro lo mismo 🍕🍔,adversarial_2k,demo,needs_clarification,[],"[""cuatro lo mismo""]",True,True,0.534
783,disculpa x12123 piiza hawaiana ; 15 piza margarita ; x2 hamburguesa doble carne ; 12123 pizza margarita ; 2 reffreesco para llevar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 12123}, {""product"": ""Pizza Margarita"", ""quantity"": 12138}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2}]","[""2 reffreesco para llevar""]",False,False,2.239
